"x0" "y0" "x1" "y1"
303.446014404297 74.5296936035156 303.122467041016 74.2610015869141
303.122467041016 74.2610015869141 302.861572265625 73.9878616333008
302.861572265625 73.9878616333008 302.661010742188 73.7112655639648
302.661010742188 73.7112655639648 302.518463134766 73.4321517944336
302.518463134766 73.4321517944336 302.431457519531 73.1514053344727
302.431457519531 73.1514053344727 302.397521972656 72.8698883056641
302.397521972656 72.8698883056641 302.414123535156 72.5884170532227
302.414123535156 72.5884170532227 302.478820800781 72.3077621459961
302.478820800781 72.3077621459961 302.589141845703 72.0286407470703
302.589141845703 72.0286407470703 302.742767333984 71.7517776489258
302.742767333984 71.7517776489258 302.937347412109 71.4777984619141
302.937347412109 71.4777984619141 303.170623779297 71.2073440551758
303.170623779297 71.2073440551758 303.4404296875 70.9409942626953
303.4404296875 70.9409942626953 303.744720458984 70.6792984008789
303.744720458984 70.6792984008789 304.081481933594 70.4227905273438
304.081481933594 70.4227905273438 304.448760986328 70.1719589233398
304.448760986328 70.1719589233398 304.844787597656 69.9272766113281
305.716003417969 69.4580307006836 306.187927246094 69.2342834472656
306.187927246094 69.2342834472656 306.681976318359 69.0182723999023
306.681976318359 69.0182723999023 307.196746826172 68.8103332519531
307.196746826172 68.8103332519531 307.730804443359 68.6107864379883
326.197631835938 67.1541290283203 326.854705810547 67.2584533691406
326.854705810547 67.2584533691406 327.503265380859 67.3731155395508
327.503265380859 67.3731155395508 328.142395019531 67.4979476928711
328.142395019531 67.4979476928711 328.771118164062 67.6328125
328.771118164062 67.6328125 329.388549804688 67.7775115966797
329.388549804688 67.7775115966797 329.993591308594 67.9318695068359
329.993591308594 67.9318695068359 330.585235595703 68.0956649780273
330.585235595703 68.0956649780273 331.162414550781 68.2686767578125
335.501647949219 70.195068359375 335.86279296875 70.4440002441406
336.987121582031 71.4899063110352 337.17822265625 71.7613372802734
337.17822265625 71.7613372802734 337.3291015625 72.0355987548828
337.3291015625 72.0355987548828 337.4375 72.3120651245117
337.517486572266 72.868896484375 337.484283447266 73.147819519043
302.428771972656 74.6234359741211 303.446014404297 74.5296936035156
302.821929931641 74.9026184082031 302.428771972656 74.6234359741211
304.844787597656 69.9272766113281 304.137023925781 69.7832794189453
304.137023925781 69.7832794189453 304.587951660156 69.5344696044922
305.064392089844 69.293083190918 305.716003417969 69.4580307006836
304.587951660156 69.5344696044922 305.064392089844 69.293083190918
307.730804443359 68.6107864379883 307.193542480469 68.4091644287109
326.453369140625 66.8940277099609 326.197631835938 67.1541290283203
325.760620117188 66.7963638305664 326.453369140625 66.8940277099609
331.162414550781 68.2686767578125 331.643402099609 68.0543823242188
331.643402099609 68.0543823242188 332.233154296875 68.244010925293
332.233154296875 68.244010925293 332.806091308594 68.4427871704102
332.806091308594 68.4427871704102 333.360931396484 68.6504287719727
336.232360839844 70.064582824707 335.501647949219 70.195068359375
335.86279296875 70.4440002441406 336.620086669922 70.3248901367188
337.844818115234 71.4201736450195 336.987121582031 71.4899063110352
337.591644287109 71.1392669677734 337.844818115234 71.4201736450195
337.4375 72.3120651245117 338.360748291016 72.2832107543945
338.360748291016 72.2832107543945 338.443389892578 72.5754928588867
338.47705078125 72.8689117431641 337.517486572266 72.868896484375
338.443389892578 72.5754928588867 338.47705078125 72.8689117431641
337.484283447266 73.147819519043 338.459106445312 73.1626892089844
338.459106445312 73.1626892089844 338.38671875 73.4560165405273
301.739929199219 75.0130996704102 302.821929931641 74.9026184082031
302.212280273438 75.3025817871094 301.739929199219 75.0130996704102
307.193542480469 68.4091644287109 306.638732910156 68.194938659668
325.994842529297 66.5183944702148 325.760620117188 66.7963638305664
325.266479492188 66.4282836914062 325.994842529297 66.5183944702148
333.360931396484 68.6504287719727 333.945190429688 68.4482803344727
333.945190429688 68.4482803344727 334.510009765625 68.6736602783203
334.510009765625 68.6736602783203 335.053985595703 68.9077301025391
335.053985595703 68.9077301025391 335.575714111328 69.1501617431641
335.575714111328 69.1501617431641 336.073547363281 69.4005889892578
336.073547363281 69.4005889892578 336.545928955078 69.6586456298828
336.991088867188 69.9239120483398 336.232360839844 70.064582824707
336.545928955078 69.6586456298828 336.991088867188 69.9239120483398
336.620086669922 70.3248901367188 337.407165527344 70.1959609985352
337.407165527344 70.1959609985352 337.792266845703 70.4743423461914
338.461151123047 71.048095703125 337.591644287109 71.1392669677734
338.144287109375 70.7585601806641 338.461151123047 71.048095703125
338.38671875 73.4560165405273 339.43017578125 73.482292175293
339.43017578125 73.482292175293 339.313598632812 73.7904052734375
301.060821533203 75.4312286376953 302.212280273438 75.3025817871094
301.623596191406 75.7307510375977 301.060821533203 75.4312286376953
306.638732910156 68.194938659668 306.06640625 67.9673309326172
306.06640625 67.9673309326172 306.708557128906 67.7516098022461
323.94482421875 65.9807891845703 324.713684082031 66.0503234863281
325.4775390625 66.131965637207 325.266479492188 66.4282836914062
324.713684082031 66.0503234863281 325.4775390625 66.131965637207
337.792266845703 70.4743423461914 338.639526367188 70.3473587036133
339.021179199219 70.6445846557617 338.144287109375 70.7585601806641
338.639526367188 70.3473587036133 339.021179199219 70.6445846557617
339.313598632812 73.7904052734375 340.431427001953 73.8290786743164
340.431427001953 73.8290786743164 340.264862060547 74.1523513793945
340.264862060547 74.1523513793945 340.028594970703 74.4728469848633
340.028594970703 74.4728469848633 339.718994140625 74.7894744873047
339.718994140625 74.7894744873047 339.332397460938 75.1010665893555
300.397583007812 75.8790435791016 301.623596191406 75.7307510375977
306.708557128906 67.7516098022461 306.151428222656 67.5010299682617
320.869995117188 65.5011444091797 321.681243896484 65.5223770141602
321.681243896484 65.5223770141602 322.490600585938 65.5564498901367
322.490600585938 65.5564498901367 323.29736328125 65.6033172607422
324.100738525391 65.6629104614258 323.94482421875 65.9807891845703
323.29736328125 65.6033172607422 324.100738525391 65.6629104614258
339.332397460938 75.1010665893555 340.557647705078 75.208740234375
340.557647705078 75.208740234375 340.089508056641 75.5328826904297
338.879943847656 76.1571044921875 338.131500244141 76.4541931152344
299.078643798828 76.0283050537109 300.397583007812 75.8790435791016
306.151428222656 67.5010299682617 305.578308105469 67.2350845336914
320.905792236328 65.1602172851562 320.869995117188 65.5011444091797
320.062377929688 65.1514282226562 320.905792236328 65.1602172851562
340.089508056641 75.5328826904297 341.401306152344 75.6588363647461
341.401306152344 75.6588363647461 340.839691162109 75.9954986572266
340.177154541016 76.3231811523438 338.879943847656 76.1571044921875
340.839691162109 75.9954986572266 340.177154541016 76.3231811523438
338.131500244141 76.4541931152344 339.409393310547 76.6402206420898
297.659301757812 76.1775588989258 299.078643798828 76.0283050537109
305.578308105469 67.2350845336914 304.989440917969 66.9528579711914
304.989440917969 66.9528579711914 305.749359130859 66.7222442626953
305.749359130859 66.7222442626953 306.523834228516 66.5037612915039
320.067565917969 64.7924423217773 320.062377929688 65.1514282226562
319.192016601562 64.7970428466797 320.067565917969 64.7924423217773
339.409393310547 76.6402206420898 340.793579101562 76.8287506103516
296.131683349609 76.3256301879883 297.659301757812 76.1775588989258
306.523834228516 66.5037612915039 305.991577148438 66.1872329711914
305.991577148438 66.1872329711914 306.814910888672 65.9734191894531
319.165130615234 64.4195556640625 319.192016601562 64.7970428466797
340.793579101562 76.8287506103516 342.293884277344 77.0187454223633
342.293884277344 77.0187454223633 341.369689941406 77.3674850463867
341.369689941406 77.3674850463867 340.309875488281 77.7014770507812
293.92822265625 76.0628890991211 295.560241699219 75.9418869018555
296.131683349609 76.3256301879883 295.560241699219 75.9418869018555
306.814910888672 65.9734191894531 306.306518554688 65.6304397583008
306.306518554688 65.6304397583008 307.177978515625 65.4224548339844
319.138031005859 64.0225982666016 319.165130615234 64.4195556640625
340.309875488281 77.7014770507812 341.891174316406 77.9406127929688
341.891174316406 77.9406127929688 340.645965576172 78.2816848754883
340.645965576172 78.2816848754883 339.239959716797 78.6028060913086
292.179595947266 76.1781845092773 293.92822265625 76.0628890991211
307.177978515625 65.4224548339844 306.695587158203 65.05224609375
306.695587158203 65.05224609375 307.6142578125 64.8512649536133
307.6142578125 64.8512649536133 308.5419921875 64.6648101806641
319.110748291016 63.6052169799805 319.138031005859 64.0225982666016
339.239959716797 78.6028060913086 340.873229980469 78.8961486816406
290.307586669922 76.2857818603516 292.179595947266 76.1781845092773
290.816253662109 76.7473068237305 290.307586669922 76.2857818603516
308.5419921875 64.6648101806641 308.124816894531 64.2602996826172
319.083374023438 63.1663970947266 319.110748291016 63.6052169799805
336.029968261719 65.8125534057617 336.642150878906 65.4526062011719
336.029968261719 65.8125534057617 336.887451171875 66.0704574584961
338.420227050781 66.0005645751953 337.730102539062 66.3413925170898
336.887451171875 66.0704574584961 337.730102539062 66.3413925170898
340.873229980469 78.8961486816406 342.688140869141 79.1947937011719
342.688140869141 79.1947937011719 340.95654296875 79.5455017089844
295.335723876953 79.5681381225586 293.714538574219 79.1633224487305
293.714538574219 79.1633224487305 292.325103759766 78.7363433837891
288.772338867188 76.8736953735352 290.816253662109 76.7473068237305
289.39208984375 77.3566589355469 288.772338867188 76.8736953735352
291.910827636719 70.7093963623047 290.583404541016 70.5255355834961
291.910827636719 70.7093963623047 292.466857910156 70.2767486572266
292.466857910156 70.2767486572266 293.064392089844 69.8529281616211
292.532073974609 69.2017517089844 293.700042724609 69.4385452270508
293.064392089844 69.8529281616211 293.700042724609 69.4385452270508
298.158233642578 67.179557800293 297.2802734375 66.8552627563477
298.154235839844 66.5084457397461 298.987274169922 66.8450698852539
298.158233642578 67.179557800293 298.987274169922 66.8450698852539
308.124816894531 64.2602996826172 307.700073242188 63.8334617614746
307.700073242188 63.8334617614746 308.710510253906 63.6500587463379
319.055908203125 62.7051010131836 319.083374023438 63.1663970947266
318.011505126953 62.7260513305664 319.055908203125 62.7051010131836
336.642150878906 65.4526062011719 337.267181396484 65.0714340209961
339.125427246094 65.6387786865234 338.420227050781 66.0005645751953
340.95654296875 79.5455017089844 342.903411865234 79.8778533935547
293.071136474609 79.8799896240234 295.335723876953 79.5681381225586
292.325103759766 78.7363433837891 290.007781982422 78.9805908203125
290.007781982422 78.9805908203125 288.844421386719 78.5016708374023
288.844421386719 78.5016708374023 287.898651123047 78.0080490112305
287.150024414062 77.5028457641602 289.39208984375 77.3566589355469
287.898651123047 78.0080490112305 287.150024414062 77.5028457641602
290.017272949219 70.9854583740234 288.587463378906 70.8004837036133
290.017272949219 70.9854583740234 290.583404541016 70.5255355834961
292.106384277344 68.506477355957 293.253692626953 68.781135559082
292.532073974609 69.2017517089844 293.253692626953 68.781135559082
294.006408691406 68.3717193603516 292.911468505859 68.0812835693359
294.006408691406 68.3717193603516 294.787658691406 67.9739990234375
294.787658691406 67.9739990234375 295.595123291016 67.5884170532227
295.595123291016 67.5884170532227 296.426635742188 67.2153701782227
296.426635742188 67.2153701782227 297.2802734375 66.8552627563477
298.241180419922 65.8041229248047 299.046875 66.1752548217773
298.154235839844 66.5084457397461 299.046875 66.1752548217773
308.710510253906 63.6500587463379 308.317108154297 63.1938133239746
308.317108154297 63.1938133239746 309.372039794922 63.0210037231445
317.948455810547 62.2416191101074 318.011505126953 62.7260513305664
336.318634033203 64.8091430664062 336.915832519531 64.3965759277344
336.318634033203 64.8091430664062 337.267181396484 65.0714340209961
339.125427246094 65.6387786865234 340.032928466797 65.9433441162109
341.729431152344 65.8993301391602 340.924407958984 66.2614898681641
340.032928466797 65.9433441162109 340.924407958984 66.2614898681641
342.903411865234 79.8778533935547 345.094818115234 80.21435546875
290.534545898438 80.1906890869141 293.071136474609 79.8799896240234
288.008850097656 71.2888107299805 286.467987060547 71.1021957397461
288.008850097656 71.2888107299805 288.587463378906 70.8004837036133
292.106384277344 68.506477355957 292.911468505859 68.0812835693359
297.419708251953 65.4087600708008 298.241180419922 65.8041229248047
309.372039794922 63.0210037231445 309.011444091797 62.5346488952637
309.011444091797 62.5346488952637 310.109924316406 62.3736534118652
317.884948730469 61.7324638366699 317.948455810547 62.2416191101074
336.915832519531 64.3965759277344 337.523712158203 63.9602661132812
